Rank,Feature,Mask_Value
1,6.51_Global_Max,0.43668094
2,Global_Cos_Angle,0.41581827
3,6.52_Global_Max,0.40655434
4,Lig_H6_Orientation,0.40280795
5,6.51_Global_Sum,0.3992429
6,6.52_Global_Norm,0.38927227
7,6.52_Global_Sum,0.3663734
8,6.51_Global_Norm,0.36163485
9,Atom8_6.51_Score,0.33551592
10,Atom7_6.51_Score,0.33551592
11,Atom6_6.51_Score,0.33551592
12,Atom5_6.51_Score,0.33551592
13,Atom3_6.51_Score,0.33551592
14,Atom4_6.51_Score,0.33551592
15,Atom1_6.51_Score,0.33551592
16,Atom2_6.51_Score,0.33551592
17,Atom0_6.51_Score,0.33551592
18,Atom3_6.51_Angle,0.32343715
19,Atom6_6.51_Angle,0.32343715
20,Atom4_6.51_Angle,0.32343715
21,Atom1_6.51_Angle,0.32343715
22,Atom2_6.51_Angle,0.32343715
23,Atom5_6.51_Angle,0.32343715
24,Atom0_6.51_Angle,0.32343715
25,Atom7_6.51_Angle,0.32343715
26,Atom8_6.51_Angle,0.32343715
27,Atom7_6.52_Angle,0.3044933
28,Atom5_6.52_Angle,0.3044933
29,Atom6_6.52_Angle,0.3044933
30,Atom8_6.52_Angle,0.3044933
31,Atom2_6.52_Angle,0.3044933
32,Atom1_6.52_Angle,0.3044933
33,Atom3_6.52_Angle,0.3044933
34,Atom0_6.52_Angle,0.3044933
35,Atom4_6.52_Angle,0.3044933
36,Atom0_6.52_Score,0.30191332
37,Atom3_6.52_Score,0.30191332
38,Atom1_6.52_Score,0.30191332
39,Atom6_6.52_Score,0.30191332
40,Atom8_6.52_Score,0.30191332
41,Atom5_6.52_Score,0.30191332
42,Atom2_6.52_Score,0.30191332
43,Atom4_6.52_Score,0.30191332
44,Atom7_6.52_Score,0.30191332
45,Atom8_6.52_Dist,0.29477957
46,Atom5_6.52_Dist,0.29477957
47,Atom0_6.52_Dist,0.29477957
48,Atom1_6.52_Dist,0.29477957
49,Atom2_6.52_Dist,0.29477957
50,Atom6_6.52_Dist,0.29477957
51,Atom7_6.52_Dist,0.29477957
52,Atom4_6.52_Dist,0.29477957
53,Atom3_6.52_Dist,0.29477957
54,Atom8_6.51_Dist,0.28469107
55,Atom6_6.51_Dist,0.28469107
56,Atom7_6.51_Dist,0.28469107
57,Atom5_6.51_Dist,0.28469107
58,Atom4_6.51_Dist,0.28469107
59,Atom3_6.51_Dist,0.28469107
60,Atom2_6.51_Dist,0.28469107
61,Atom1_6.51_Dist,0.28469107
62,Atom0_6.51_Dist,0.28469107
