Rank,Feature,Mask_Value
1,Global_Cos_Angle,0.4402451
2,6.51_Global_Max,0.4386591
3,6.51_Global_Sum,0.42167765
4,6.52_Global_Max,0.42012405
5,6.52_Global_Norm,0.40476707
6,6.52_Global_Sum,0.37905437
7,Lig_H6_Orientation,0.37486446
8,6.51_Global_Norm,0.36959216
9,Atom7_6.51_Score,0.3654242
10,Atom1_6.51_Score,0.3654242
11,Atom2_6.51_Score,0.3654242
12,Atom3_6.51_Score,0.3654242
13,Atom0_6.51_Score,0.3654242
14,Atom4_6.51_Score,0.3654242
15,Atom6_6.51_Score,0.3654242
16,Atom5_6.51_Score,0.3654242
17,Atom8_6.51_Score,0.3654242
18,Atom7_6.52_Angle,0.33271903
19,Atom1_6.52_Angle,0.33271903
20,Atom2_6.52_Angle,0.33271903
21,Atom3_6.52_Angle,0.33271903
22,Atom6_6.52_Angle,0.33271903
23,Atom8_6.52_Angle,0.33271903
24,Atom0_6.52_Angle,0.33271903
25,Atom4_6.52_Angle,0.33271903
26,Atom5_6.52_Angle,0.33271903
27,Atom0_6.52_Score,0.33075568
28,Atom3_6.52_Score,0.33075568
29,Atom4_6.52_Score,0.33075568
30,Atom2_6.52_Score,0.33075568
31,Atom1_6.52_Score,0.33075568
32,Atom5_6.52_Score,0.33075568
33,Atom8_6.52_Score,0.33075568
34,Atom7_6.52_Score,0.33075568
35,Atom6_6.52_Score,0.33075568
36,Atom0_6.51_Angle,0.32286406
37,Atom1_6.51_Angle,0.32286406
38,Atom8_6.51_Angle,0.32286406
39,Atom2_6.51_Angle,0.32286406
40,Atom4_6.51_Angle,0.32286406
41,Atom6_6.51_Angle,0.32286406
42,Atom3_6.51_Angle,0.32286406
43,Atom7_6.51_Angle,0.32286406
44,Atom5_6.51_Angle,0.32286406
45,Atom2_6.52_Dist,0.30957437
46,Atom4_6.52_Dist,0.30957437
47,Atom3_6.52_Dist,0.30957437
48,Atom8_6.52_Dist,0.30957437
49,Atom7_6.52_Dist,0.30957437
50,Atom5_6.52_Dist,0.30957437
51,Atom6_6.52_Dist,0.30957437
52,Atom0_6.52_Dist,0.30957437
53,Atom1_6.52_Dist,0.30957437
54,Atom1_6.51_Dist,0.3027412
55,Atom5_6.51_Dist,0.3027412
56,Atom2_6.51_Dist,0.3027412
57,Atom3_6.51_Dist,0.3027412
58,Atom4_6.51_Dist,0.3027412
59,Atom6_6.51_Dist,0.3027412
60,Atom7_6.51_Dist,0.3027412
61,Atom8_6.51_Dist,0.3027412
62,Atom0_6.51_Dist,0.3027412
