Time,Global_Angle,Phe389_Score_Sum,Phe389_Score_Max,Phe390_Score_Sum,Phe390_Score_Max,Global_Angle_SD,Phe389_Score_Sum_SD,Phe389_Score_Max_SD,Phe390_Score_Sum_SD,Phe390_Score_Max_SD
0.0,63.09505756202157,3.258460216553407,0.8342715843690177,3.6133986984351805,0.8164002957729718,3.0541433227835375,0.1907221496946516,0.057183950561179676,0.5996331564850819,0.0509687163218074
100.0,57.73132190059787,3.1296830709693366,0.7670221576807662,2.8456794120995283,0.7524088348602475,6.468439907940991,0.16505374328911196,0.11985636963812529,0.7565132842231075,0.12146237316437432
200.0,64.21547523534237,3.012046760389804,0.7420794654098296,3.031974681084272,0.7942177910943861,5.532724692024528,0.5528655429417666,0.19704750327114007,0.48996851875402275,0.11802038501529732
300.0,60.16953849366737,3.1796363568089405,0.7430055979011096,2.5213430843613414,0.7149013108828416,10.061640613199003,0.36813451192150964,0.016002900449623814,1.015512417465862,0.13461351044467254
400.0,59.41737815917032,3.236857946103733,0.6304171222551583,3.1225659461652207,0.7978205540285757,5.45234823008592,0.1924631924421375,0.22666717957593066,0.196123046663975,0.040408284992195925
500.0,61.27006673700038,3.5125506762397607,0.6828592934143379,1.613119782057976,0.5515368784748648,7.537050368514589,0.3602954222122676,0.15914950063506322,0.7567268056258512,0.25026823226532824
600.0,53.562300289168526,3.1478705332930077,0.7033562265960337,3.4585261619383956,0.8701766935285783,5.070148920182715,0.292933331083841,0.18554154573628773,0.3164581964772233,0.021784651909355125
700.0,57.292544823888704,3.523793142421386,0.5442904274261361,3.149239405709673,0.7440382841198274,7.301328107214337,0.16220056636462205,0.03466846894774604,1.2748908887415484,0.2503136490709711
800.0,51.738713393350956,3.054685549860356,0.7367150585075078,2.741405547032931,0.6993525003167272,2.9346866787535455,0.2200787626652073,0.010841622644582981,0.807381709023231,0.15975465335019504
900.0,64.30290335382021,2.7735238562805224,0.8031940260560354,2.7531802291514693,0.7328637092909117,8.479728683259475,0.5080212764051906,0.04230392704148458,0.4786426342246865,0.09420740448118671
1000.0,60.67491651450274,3.0387652609994604,0.6453326013357005,1.7151062415550093,0.5595101327798632,9.246093361545764,0.30036446871797434,0.1231094136385511,0.4422291834105413,0.11464360931376007
1100.0,54.18318377496009,3.0637862519169072,0.6817551420071802,1.6018686594050022,0.46764004963275524,7.59326960327752,0.2612729584514909,0.15996800358178279,0.5356281565178445,0.09003739452123642
1200.0,58.77617489206108,2.9820189902805905,0.734258054900884,2.998835840292033,0.7398582914594599,5.78300394506227,0.1298816100183573,0.12096158468947048,0.192047431294807,0.020313493000949846
1300.0,57.693924520133216,2.5410967622505622,0.6859628377625215,2.4007371973723903,0.7204749031016804,7.581870998799738,0.9243459418309542,0.12319643895892668,0.34996389978036574,0.06953008276991794
1400.0,59.06410729813674,3.125591108822029,0.8009553579623002,1.855152816712387,0.510010701058342,9.881468225412855,0.1429703529169062,0.0917701971250874,1.7061150605265691,0.3283436935498184
1500.0,53.31214142318677,2.2239395169295992,0.4361742529942734,1.9770919566809984,0.6150300572188195,1.6135569540041574,1.9270875923378654,0.40036723194103824,0.4858226984607501,0.12485296960660519
1600.0,61.760581670088605,3.2799553606352823,0.6527252379473304,2.7248401671523053,0.7178766061354335,8.854766203592918,0.11770696485367584,0.17002525057538823,1.0208783766649048,0.17350617267930424
1700.0,60.356459024038635,3.078151062788759,0.7415201998728543,3.6566497488445595,0.8883360981571741,2.955419225894367,0.4001615271177723,0.19907000222378948,0.33597831900889086,0.008893960325325925
1800.0,60.127982508645026,2.1835856874362762,0.34407666586774655,2.816808245224074,0.710074504530172,1.91389507076145,1.9060408466772492,0.29696769268611856,0.9335019138093559,0.2133121408473873
1900.0,64.22624206082976,3.2907255842555614,0.5091619338565464,2.1984856894271463,0.6514174251391176,1.8917108632402269,0.16327530959764694,0.0030668888832129843,1.15992351395972,0.21104353939470125
2000.0,51.81005455328651,2.969962041462441,0.6542069812562582,2.3930269862505527,0.6808665858260419,3.3484208048754596,0.8367724554172075,0.09729470729750776,0.41608005570540874,0.06109204786399147
2100.0,64.57512763542098,3.3042973501068995,0.751936706953027,3.141205152384034,0.7704152104599448,5.115396121255034,0.08963624952528927,0.20048655506696342,0.8999748324628701,0.18242745862170995
2200.0,65.35194804905473,3.1847888433192697,0.8257908205908664,2.4980984240470767,0.7231559744594275,5.330488821558876,0.12309559051664248,0.0652503170675085,0.46214311961166277,0.036936827828993685
2300.0,70.38327152541832,3.325581676085271,0.7091259978876027,2.9595305716386346,0.7857675586374898,5.366997589573916,0.35741110170134716,0.1568977317883329,0.4014116522600909,0.04589064535413961
2400.0,60.9624377176328,3.2578067291607415,0.7159570875057554,3.705583007235356,0.7876815096778214,9.439817206628415,0.44612399029030597,0.19637356023452993,0.4195822392387998,0.08057870613991044
2500.0,58.9304709666196,2.5691974989272772,0.5663240361555987,3.1104854651070855,0.7739477138966248,11.11780700762601,1.7068018121735817,0.21933567805050985,0.7939117648346148,0.06472905037362602
2600.0,55.148404249975364,2.923594217931452,0.7294447842817041,2.0833717379544825,0.5818592527477341,11.465789418427196,0.5785256385609955,0.12788993868344514,0.7972317934795597,0.18914037871245198
2700.0,52.28242802925498,3.032178019157133,0.6906782083537042,3.5166102812166025,0.8458213540168579,4.039258023666116,0.24949687332845605,0.1796144583518185,0.6229519337092161,0.07805961255528969
2800.0,62.94976149155616,3.509787558355189,0.6824703241721437,3.6106995210608352,0.8237177896138242,10.128723227650841,0.23821497346906967,0.11169026348688156,0.8017305738824112,0.059284392316726
2900.0,55.805392421623445,3.1464764444259914,0.780603506200164,2.6764026334552233,0.6849620775147679,2.1128983568636994,0.07796021524246835,0.06804116094198426,1.3888165845603841,0.30531069646409764
3000.0,59.62596956807719,3.2744647771853757,0.71804329991263,3.0595309591610302,0.7748408816572246,2.045408901221243,0.12167721602684367,0.16103151046011077,0.9122072127060398,0.09570783585329765
3100.0,59.015679695744346,3.2025723782384055,0.7850547273809867,1.832413429220843,0.5133896787007407,1.6743678959196941,0.5988273335908254,0.11723280098066738,1.7623765057008307,0.3529754719201594
3200.0,56.609639601102174,3.3618761243537176,0.5617253310686962,2.0272259249700384,0.4910469191251627,3.675778668558401,0.3361535385210289,0.04927107742070262,1.9620457367437891,0.29727425200097723
3300.0,58.31394886694445,3.0792542529660127,0.6768395946713243,3.9253164300751293,0.8680657434263228,9.567863577359024,0.513778176868802,0.15390176621363336,0.26249082286984426,0.026317095634993275
3400.0,55.415418648219664,3.1690811015334615,0.7255529252793944,2.2291174775255436,0.5868998175822191,6.583699824580514,0.10517948885563824,0.15130612932120396,1.3400205391416573,0.26416240431122984
3500.0,53.907264263469074,3.3221079738702635,0.7187754096430972,2.6926662905595555,0.7193700787001922,4.849519664854261,0.30818112507749756,0.07489965930361894,1.458027261569888,0.25542711662665346
