Rank,Feature,Mask_Value
1,6.52_Global_Norm,0.69656575
2,6.52_Global_Sum,0.68525046
3,6.52_Global_Max,0.67159283
4,6.51_Global_Norm,0.6550027
5,6.51_Global_Sum,0.6464897
6,6.51_Global_Max,0.6455349
7,Global_Cos_Angle,0.6435104
8,Lig_H6_Orientation,0.63640016
9,Atom8_6.51_Dist,0.5098602
10,Atom7_6.51_Dist,0.5098602
11,Atom6_6.51_Dist,0.5098602
12,Atom3_6.51_Dist,0.5098602
13,Atom4_6.51_Dist,0.5098602
14,Atom5_6.51_Dist,0.5098602
15,Atom2_6.51_Dist,0.5098602
16,Atom1_6.51_Dist,0.5098602
17,Atom0_6.51_Dist,0.5098602
18,Atom3_6.52_Dist,0.4984128
19,Atom5_6.52_Dist,0.4984128
20,Atom0_6.52_Dist,0.4984128
21,Atom1_6.52_Dist,0.4984128
22,Atom2_6.52_Dist,0.4984128
23,Atom4_6.52_Dist,0.4984128
24,Atom6_6.52_Dist,0.4984128
25,Atom7_6.52_Dist,0.4984128
26,Atom8_6.52_Dist,0.4984128
27,Atom1_6.51_Angle,0.4889199
28,Atom6_6.51_Angle,0.4889199
29,Atom7_6.51_Angle,0.4889199
30,Atom8_6.51_Angle,0.4889199
31,Atom0_6.51_Angle,0.4889199
32,Atom3_6.51_Angle,0.4889199
33,Atom4_6.51_Angle,0.4889199
34,Atom5_6.51_Angle,0.4889199
35,Atom2_6.51_Angle,0.4889199
36,Atom0_6.51_Score,0.46731296
37,Atom1_6.51_Score,0.46731296
38,Atom2_6.51_Score,0.46731296
39,Atom7_6.51_Score,0.46731296
40,Atom8_6.51_Score,0.46731296
41,Atom6_6.51_Score,0.46731296
42,Atom5_6.51_Score,0.46731296
43,Atom3_6.51_Score,0.46731296
44,Atom4_6.51_Score,0.46731296
45,Atom8_6.52_Score,0.46185106
46,Atom5_6.52_Score,0.46185106
47,Atom0_6.52_Score,0.46185106
48,Atom1_6.52_Score,0.46185106
49,Atom3_6.52_Score,0.46185106
50,Atom2_6.52_Score,0.46185106
51,Atom6_6.52_Score,0.46185106
52,Atom7_6.52_Score,0.46185106
53,Atom4_6.52_Score,0.46185106
54,Atom8_6.52_Angle,0.45027205
55,Atom5_6.52_Angle,0.45027205
56,Atom6_6.52_Angle,0.45027205
57,Atom7_6.52_Angle,0.45027205
58,Atom4_6.52_Angle,0.45027205
59,Atom3_6.52_Angle,0.45027205
60,Atom2_6.52_Angle,0.45027205
61,Atom1_6.52_Angle,0.45027205
62,Atom0_6.52_Angle,0.45027205
