Time,Replica,Global_Angle,Phe389_Score_Sum,Phe389_Score_Max,Phe390_Score_Sum,Phe390_Score_Max
0.0,charmm-gui-6451161009_gromacs_replicate_3,55.716097285035936,3.3236389440301437,0.7554751581590852,2.0016656197708125,0.5811926746495624
100.0,charmm-gui-6451161009_gromacs_replicate_3,58.30942178387724,3.518612426737364,0.8120266887911686,4.759728433053139,0.9055312581917073
200.0,charmm-gui-6451161009_gromacs_replicate_3,60.68071186502851,3.422542219907161,0.8300747622482197,2.86767936913517,0.6993231994434981
300.0,charmm-gui-6451161009_gromacs_replicate_3,61.265873882077244,3.485785728150435,0.8571397253391654,4.0656551011609885,0.870474604309502
400.0,charmm-gui-6451161009_gromacs_replicate_3,52.308784035674435,3.402535582854668,0.7479186071681959,3.362863093885849,0.6965055019712397
500.0,charmm-gui-6451161009_gromacs_replicate_3,59.350716739525424,3.39883637633683,0.9096295864543981,2.724774497180557,0.7062120983216519
600.0,charmm-gui-6451161009_gromacs_replicate_3,52.21099461042854,2.7525283263961984,0.7099091108194271,2.7608783153092125,0.6344628350995027
700.0,charmm-gui-6451161009_gromacs_replicate_3,53.378121335292384,2.9524918531707245,0.7029071782791045,1.7019459977452362,0.5860443373614974
800.0,charmm-gui-6451161009_gromacs_replicate_3,51.909061499750294,3.2669226118861685,0.6744643017643212,2.652081458576099,0.6418592543023695
900.0,charmm-gui-6451161009_gromacs_replicate_3,53.18183036135318,2.7706759012026154,0.7101244613067027,4.915319283458617,0.8479648544985364
1000.0,charmm-gui-6451161009_gromacs_replicate_3,64.2711265674513,3.2776998304051466,0.819945014636414,1.9837648882876648,0.5443780439108531
1100.0,charmm-gui-6451161009_gromacs_replicate_3,50.158179776096055,3.383060742601931,0.8436992561375494,2.122476649707039,0.6537437496648556
1200.0,charmm-gui-6451161009_gromacs_replicate_3,55.34139365284228,2.9279266938011563,0.6787737939474392,2.6040272930657213,0.6302730450277101
1300.0,charmm-gui-6451161009_gromacs_replicate_3,56.13010536150426,2.6007657147727326,0.7170241375879713,1.3228621734056847,0.4353242581729392
